Date,Open,High,Low,Close
11/7/2017,6969.76,7232.84,6968.49,7126.63
11/6/2017,7392,7432.49,6900.73,6969.76
11/5/2017,7412.55,7630,7311.98,7392
11/4/2017,7170.01,7498,7011.1,7412.55
11/3/2017,7039.99,7449.99,6955.89,7170.01
11/2/2017,6783.69,7445,6759,7039.99
11/1/2017,6445.01,6783.69,6365.54,6783.69
10/31/2017,6124.16,6472.13,6099,6445.01
10/30/2017,6140.01,6200,6028,6124.16
10/29/2017,5752.01,6296,5728,6140.01
10/28/2017,5780,5894,5715,5752.01
10/27/2017,5891.61,5998,5708.8,5780
10/26/2017,5739.97,5985,5701,5891.61
10/25/2017,5525.43,5765,5376.71,5739.97
10/24/2017,5905.99,5906,5462.19,5525.43
10/23/2017,6005.05,6057.02,5650.98,5905.99
10/22/2017,6024.86,6082.3,5755.95,6005.05
10/21/2017,5989.1,6189.1,5868.26,6024.86
10/20/2017,5704.01,6063.99,5630,5989.1
10/19/2017,5574.44,5750,5529.44,5704.01
10/18/2017,5594,5600,5102,5574.44
10/17/2017,5754.9,5769.99,5525,5594
10/16/2017,5693.7,5785.3,5575.55,5754.9
10/15/2017,5819.13,5849.83,5455.5,5693.7
10/14/2017,5624.8,5839.8,5567.86,5819.13
10/13/2017,5440,5867,5390,5624.8
10/12/2017,4814.99,5440.92,4809.59,5440
10/11/2017,4750,4869.97,4720.21,4814.99
10/10/2017,4769.55,4925.65,4701.53,4750
10/9/2017,4603.49,4875.39,4561,4769.55
10/8/2017,4425,4612,4420.01,4603.49
10/7/2017,4362.99,4449.42,4320,4425
10/6/2017,4320.04,4407,4299.99,4362.99
10/5/2017,4214.84,4364.59,4150.01,4320.04
10/4/2017,4307.99,4344,4179.99,4214.84
10/3/2017,4392.71,4419.95,4242,4307.99
10/2/2017,4394.81,4470,4354.99,4392.71
10/1/2017,4339,4396.99,4256.92,4394.81
9/30/2017,4156.99,4356.28,4143.52,4339
9/29/2017,4189.42,4212.99,4015.17,4156.99
9/28/2017,4200,4269.95,4122,4189.42
9/27/2017,3885.09,4228.39,3880.36,4200
9/26/2017,3919.78,3960,3854.29,3885.09
9/25/2017,3669.01,3969.37,3669.01,3919.78
9/24/2017,3787.33,3789.36,3630.01,3669.01
9/23/2017,3619.01,3818.89,3580,3787.33
9/22/2017,3617.47,3767.77,3509.79,3619.01
9/21/2017,3867.05,3903.57,3571,3617.47
9/20/2017,3910.11,4044,3850.01,3867.05
9/19/2017,4100,4125.22,3850.44,3910.11
9/18/2017,3719.97,4130,3717.56,4100
9/17/2017,3726.51,3841,3475.64,3719.97
9/16/2017,3740.02,4042.98,3600,3726.51
9/15/2017,3250.4,3894.48,2975.01,3740.02
9/14/2017,3855.32,3923,3230.05,3250.4
9/13/2017,4164.52,4174.53,3726,3855.32
9/12/2017,4210.72,4375.37,4080,4164.52
9/11/2017,4251.36,4365,4111.14,4210.72
9/10/2017,4334.36,4349.99,4139,4251.36
9/9/2017,4350,4449.95,4180,4334.36
9/8/2017,4624.18,4679.99,4140,4350
9/7/2017,4616.18,4665.44,4475.01,4624.18
9/6/2017,4432.51,4692,4431,4616.18
9/5/2017,4498.25,4514.95,4242.38,4432.51
9/4/2017,4626.05,4628.05,4234.16,4498.25
9/3/2017,4649.99,4749.99,4524,4626.05
9/2/2017,4947.99,4980,4500,4649.99
9/1/2017,4743.94,4948,4706,4947.99
8/31/2017,4581.98,4769.03,4580.85,4743.94
8/30/2017,4599,4635.21,4500.55,4581.98
8/29/2017,4384.99,4656.83,4350,4599
8/28/2017,4340.11,4396,4200,4384.99
8/27/2017,4344.32,4392,4309.87,4340.11
8/26/2017,4360,4374.39,4260.01,4344.32
8/25/2017,4312.03,4453.9,4284.01,4360
8/24/2017,4143.49,4349.99,4112.76,4312.03
8/23/2017,4092,4247.88,4058.26,4143.49
8/22/2017,4002,4145,3583.46,4092
8/21/2017,4050.99,4089.99,3950.88,4002
8/20/2017,4157.41,4190.21,4044.52,4050.99
8/19/2017,4101.72,4186.1,4000,4157.41
8/18/2017,4280.01,4350,3960.47,4101.72
8/17/2017,4370.01,4469,4180,4280.01
8/16/2017,4159.93,4385.5,3928.82,4370.01
8/15/2017,4320.6,4434.42,3807.14,4159.93
8/14/2017,4060.47,4328,3985.01,4320.6
8/13/2017,3874,4200,3850,4060.47
8/12/2017,3656.15,3974,3622.87,3874
8/11/2017,3444.98,3725,3416.86,3656.15
8/10/2017,3342.8,3448,3317,3444.98
8/9/2017,3422.43,3428.29,3232.62,3342.8
8/8/2017,3398.23,3489,3349.91,3422.43
8/7/2017,3222.22,3416,3190,3398.23
8/6/2017,3243.49,3278.42,3150,3222.22
8/5/2017,2857.34,3335,2857.34,3243.49
8/4/2017,2787.02,2877.79,2760,2857.34
8/3/2017,2699.9,2799,2699.89,2787.02
8/2/2017,2732.59,2758.06,2650,2699.9
8/1/2017,2856.88,2925,2676.01,2732.59
7/31/2017,2723.99,2900,2700,2856.88
7/30/2017,2700.21,2739.98,2500,2723.99
7/29/2017,2786.07,2790.99,2656,2700.21
7/28/2017,2664.99,2825.11,2655.55,2786.07
7/27/2017,2525.99,2686.2,2514.1,2664.99
7/26/2017,2564,2614,2403,2525.99
7/25/2017,2762.26,2782.44,2449.69,2564
7/24/2017,2754.28,2799.2,2726.8,2762.26
7/23/2017,2825.27,2848,2691,2754.28
7/22/2017,2657.45,2869.88,2646.95,2825.27
7/21/2017,2873.48,2880,2608.27,2657.45
7/20/2017,2258.99,2957,2258.99,2873.48
7/19/2017,2308.15,2396,2216,2258.99
7/18/2017,2235.19,2393.43,2134.37,2308.15
7/17/2017,1910.86,2238.07,1909.58,2235.19
7/16/2017,1964.31,2043.94,1758.2,1910.86
7/15/2017,2217.24,2224.82,1964.31,1964.31
7/14/2017,2340,2349.28,2150,2217.24
7/13/2017,2383.42,2416.79,2308.14,2340
7/12/2017,2310.01,2415,2250,2383.42
7/11/2017,2331.05,2410,2265,2310.01
7/10/2017,2508.99,2523,2250,2331.05
7/9/2017,2561.11,2579.84,2500,2508.99
7/8/2017,2501.15,2563.5,2471.22,2561.11
7/7/2017,2604.84,2607.61,2472,2501.15
7/6/2017,2616.96,2623.54,2580.69,2604.84
7/5/2017,2602,2630.24,2551.06,2616.96
7/4/2017,2542.41,2636.1,2542.18,2602
7/3/2017,2516.66,2584.78,2479.75,2542.41
7/2/2017,2423.63,2545,2385,2516.66
7/1/2017,2455.19,2515,2400,2423.63
6/30/2017,2530,2554.01,2446.2,2455.19
6/29/2017,2553.25,2591.98,2506.1,2530
6/28/2017,2575.75,2605,2457,2553.25
6/27/2017,2407.91,2575.75,2264,2575.75
6/26/2017,2505.61,2563.9,2258.34,2407.91
6/25/2017,2574.84,2625,2430.05,2505.61
6/24/2017,2690.76,2718.37,2503.05,2574.84
6/23/2017,2679.99,2743,2665,2690.76
6/22/2017,2643.35,2724.69,2598,2679.99
6/21/2017,2725.08,2781.59,2559.51,2643.35
6/20/2017,2596.98,2776.95,2585.42,2725.08
6/19/2017,2515.25,2597,2481.92,2596.98
6/18/2017,2634.94,2670,2455.01,2515.25
6/17/2017,2480.43,2679.24,2413.96,2634.94
6/16/2017,2409.98,2524.65,2287.84,2480.43
6/15/2017,2432.21,2525,2050,2409.98
6/14/2017,2709.01,2827,2330,2432.21
6/13/2017,2655.71,2798.99,2649.47,2709.01
6/12/2017,2998.98,2999.99,2463.89,2655.71
6/11/2017,2932.44,2998.99,2881,2998.98
6/10/2017,2811.39,2942.04,2801.25,2932.44
6/9/2017,2799.73,2861.58,2786.2,2811.39
6/8/2017,2685.64,2808.78,2611.41,2799.73
6/7/2017,2871.29,2885,2598.7,2685.64
6/6/2017,2698,2938.55,2674.69,2871.29
6/5/2017,2521.36,2698,2517.02,2698
6/4/2017,2548.05,2556.1,2469.98,2521.36
6/3/2017,2478.99,2599,2448,2548.05
6/2/2017,2419.99,2478.99,2379.44,2478.99
6/1/2017,2303.29,2488,2302,2419.99
5/31/2017,2191.58,2338.91,2173.8,2303.29
5/30/2017,2279.48,2336.88,2112.31,2191.58
5/29/2017,2232.78,2357.86,2141.12,2279.48
5/28/2017,2099.99,2342.99,2099.86,2232.78
5/27/2017,2272.7,2353.35,1913.19,2099.99
5/26/2017,2355,2683.18,2052.01,2272.7
5/25/2017,2432.97,2806,2226.86,2355
5/24/2017,2272.75,2474.69,2266.51,2432.97
5/23/2017,2123.29,2283,2100.86,2272.75
5/22/2017,2057,2298,1975,2123.29
5/21/2017,2058.91,2102.68,1988.6,2057
5/20/2017,1976.23,2059,1970.04,2058.91
5/19/2017,1899.16,1980,1890.73,1976.23
5/18/2017,1813.23,1900,1800,1899.16
5/17/2017,1777.48,1840,1745.05,1813.23
5/16/2017,1747.81,1777.76,1690.14,1777.48
5/15/2017,1799.99,1802.99,1702.42,1747.81
5/14/2017,1792.73,1829,1763.33,1799.99
5/13/2017,1695.61,1792.96,1610,1792.73
5/12/2017,1837.93,1838,1651.01,1695.61
5/11/2017,1794.99,1889,1770.95,1837.93
5/10/2017,1720.43,1799.99,1691.3,1794.99
5/9/2017,1713,1794.7,1630,1720.43
5/8/2017,1609.57,1713,1608,1713
5/7/2017,1585.39,1618.31,1563.87,1609.57
5/6/2017,1551.3,1598.89,1551.3,1585.39
5/5/2017,1563.39,1630,1535.11,1551.3
5/4/2017,1533,1665,1482.06,1563.39
5/3/2017,1471.99,1533,1453.68,1533
5/2/2017,1436.5,1492.93,1426.51,1471.99
5/1/2017,1384.55,1466.69,1370.98,1436.5
4/30/2017,1365.43,1394.51,1334.02,1384.55
4/29/2017,1353.34,1369.5,1335.64,1365.43
4/28/2017,1349.26,1381.01,1300.2,1353.34
4/27/2017,1298.44,1360,1295.39,1349.26
4/26/2017,1281.16,1320,1279.5,1298.44
4/25/2017,1257.29,1287,1256.16,1281.16
4/24/2017,1251.98,1261.16,1246.31,1257.29
4/23/2017,1247,1254,1236.2,1251.98
4/22/2017,1249.99,1253,1221.51,1247
4/21/2017,1236.15,1258.77,1236.15,1249.99
4/20/2017,1214.21,1240.6,1212.01,1236.15
4/19/2017,1201.94,1215.32,1191.09,1214.21
4/18/2017,1189.91,1206.65,1189.76,1201.94
4/17/2017,1177.99,1197.6,1170.85,1189.91
4/16/2017,1178.85,1189.93,1171.7,1177.99
4/15/2017,1173.74,1190.99,0.06,1178.85
4/14/2017,1177.05,1196.92,1170.14,1173.74
4/13/2017,1214.17,1219.49,1148.98,1177.05
4/12/2017,1223.99,1227.86,1209.61,1214.17
4/11/2017,1210,1234,1200,1223.99
4/10/2017,1210.97,1219.78,1201,1210
4/9/2017,1184.5,1221,1175.8,1210.97
4/8/2017,1194,1198,1170,1184.5
4/7/2017,1192.3,1203,1175.26,1194
4/6/2017,1132.99,1206.97,1132.98,1192.3
4/5/2017,1143.99,1144.99,1114.9,1132.99
4/4/2017,1152.6,1164.14,1124.98,1143.99
4/3/2017,1113.99,1168.72,1112.24,1152.6
4/2/2017,1092,1119,1080,1113.99
4/1/2017,1088.99,1110.95,1071.45,1092
3/31/2017,1042.08,1094.49,1038.11,1088.99
3/30/2017,1043.27,1052.94,1022,1042.08
3/29/2017,1045.4,1058.16,1005.77,1043.27
3/28/2017,1042.08,1069.39,1016.25,1045.4
3/27/2017,973.08,1045.9,961.1,1042.08
3/26/2017,963.72,1005,943.9,973.08
3/25/2017,934.87,973.99,890.05,963.72
3/24/2017,1025.14,1030.3,920.1,934.87
3/23/2017,1034.57,1057.41,1013,1025.14
3/22/2017,1114.42,1114.96,985.17,1034.57
3/21/2017,1044.96,1120,1042.68,1114.42
3/20/2017,1019.49,1051.97,1011,1044.96
3/19/2017,970,1062.92,961.59,1019.49
3/18/2017,1069.57,1096,919.44,970
3/17/2017,1175.11,1175.11,1065.74,1069.57
3/16/2017,1263,1277.27,1117.77,1175.11
3/15/2017,1247.42,1264.55,1240,1263
3/14/2017,1245.5,1262,1213.55,1247.42
3/13/2017,1235.58,1249,1206,1245.5
3/12/2017,1188.11,1244,1150,1235.58
3/11/2017,1109.01,1219,1107,1188.11
3/10/2017,1197.3,1360,956.85,1109.01
3/9/2017,1150.22,1214.95,1131.11,1197.3
3/8/2017,1237.36,1246,1128,1150.22
3/7/2017,1284.99,1288,1050,1237.36
3/6/2017,1278.98,1288,1268.78,1284.99
3/5/2017,1273.97,1278.99,1247.11,1278.98
3/4/2017,1292.86,1294.48,1226.41,1273.97
3/3/2017,1269.17,1294.99,1255.61,1292.86
3/2/2017,1230,1298.61,1220,1269.17
3/1/2017,1195.08,1230,1085.71,1230
2/28/2017,1195.81,1214.94,1179.64,1195.08
2/27/2017,1184.91,1198.99,1176,1195.81
2/26/2017,1158,1187.33,1130.88,1184.91
2/25/2017,1186.91,1189.49,1110,1158
2/24/2017,1186.9,1221.93,1103.32,1186.91
2/23/2017,1128.71,1197,1128.22,1186.9
2/22/2017,1128.29,1140,1104.9,1128.71
2/21/2017,1089.86,1132.95,1081.95,1128.29
2/20/2017,1059.88,1095,1051.36,1089.86
2/19/2017,1062.15,1067.78,1051.26,1059.88
2/18/2017,1057.3,1073.8,1055.6,1062.15
2/17/2017,1038.94,1064.6,1036.29,1057.3
2/16/2017,1014.53,1041.88,1013.02,1038.94
2/15/2017,1012.23,1016,1007.66,1014.53
2/14/2017,1002.56,1018.97,992.27,1012.23
2/13/2017,1010,1021.5,985.68,1002.56
2/12/2017,1018.43,1019.1,1008,1010
2/11/2017,1003.97,1023.89,995.49,1018.43
2/10/2017,985,1008,961,1003.97
2/9/2017,1059.14,1079,925,985
2/8/2017,1053.97,1069.95,1016.49,1059.14
2/7/2017,1024.39,1058.26,1020.82,1053.97
2/6/2017,1019.31,1027.7,1014.64,1024.39
2/5/2017,1035.84,1036.3,1003.02,1019.31
2/4/2017,1016.77,1044.12,1001.8,1035.84
2/3/2017,1007.66,1024.5,994.34,1016.77
2/2/2017,989.71,1010,978.74,1007.66
2/1/2017,970.92,991.38,963.84,989.71
1/31/2017,923.45,971.24,922.83,970.92
1/30/2017,917.31,923.95,914.69,923.45
1/29/2017,924.7,927.47,915,917.31
1/28/2017,923.4,925.5,921.5,924.7
1/27/2017,917.93,924.47,911,923.4
1/26/2017,896.81,921.95,896,917.93
1/25/2017,894.86,903.98,880,896.81
1/24/2017,924.24,924.24,888.2,894.86
1/23/2017,924.98,931.33,915.31,924.24
1/22/2017,925.36,946.25,902,924.98
1/21/2017,894.05,930,891.28,925.36
1/20/2017,901,904.59,890,894.05
1/19/2017,880,907,879.2,901
1/18/2017,907.58,916.7,850,880
1/17/2017,831.89,909,830.02,907.58
1/16/2017,830,840,826.03,831.89
1/15/2017,829.62,832.95,819,830
1/14/2017,830.79,847.52,822.34,829.62
1/13/2017,822.64,835.01,782.85,830.79
1/12/2017,801.5,840,734.64,822.64
1/11/2017,907.53,923.98,765,801.5
1/10/2017,905.41,915.1,899.01,907.53
1/9/2017,916.6,923.58,886.42,905.41
1/8/2017,903.7,953.8,899.16,916.6
1/7/2017,894.93,910,815.36,903.7
1/6/2017,995.05,1033.85,875.01,894.93
1/5/2017,1133,1175,880,995.05
1/4/2017,1035.19,1147,1018,1133
1/3/2017,1019.01,1036.69,1006.71,1035.19
1/2/2017,996.82,1034.39,986.86,1019.01
1/1/2017,970.47,1000,964.37,996.82
12/31/2016,962.63,971.53,949,970.47
12/30/2016,976.75,978.77,930.3,962.63
12/29/2016,981.92,988.88,950.5,976.75
12/28/2016,921.59,981.92,921.58,981.92
12/27/2016,901.98,943.36,895,921.59
12/26/2016,896.73,908.24,890,901.98
12/25/2016,887,897.09,851.11,896.73
12/24/2016,915.5,918.5,880.1,887
12/23/2016,858.01,918,853.6,915.5
12/22/2016,828.58,875.75,826.23,858.01
12/21/2016,797.99,832,797.98,828.58
12/20/2016,789.91,798,788.58,797.99
12/19/2016,790,794.99,789,789.91
12/18/2016,790.07,791.96,787.19,790
12/17/2016,785,791.97,779.5,790.07
12/16/2016,775,785,774.8,785
12/15/2016,777.72,780,775,775
12/14/2016,779.79,781.8,773.2,777.72
12/13/2016,778.71,790.3,772.76,779.79
12/12/2016,770.9,782,770.76,778.71
12/11/2016,775.98,776.18,765,770.9
12/10/2016,771.77,776.99,770,775.98
12/9/2016,768.35,772.87,765.83,771.77
12/8/2016,766.07,772.82,761.71,768.35
12/7/2016,764.3,768.9,762.21,766.07
12/6/2016,753.36,757.15,752,755.73
12/5/2016,766.96,767.99,748.6,753.36
12/4/2016,766.52,769.76,762.83,766.96
12/3/2016,771.54,772.53,759,766.52
12/2/2016,753.57,780,753.26,771.54
12/1/2016,742.6,754.9,741.59,753.57
11/30/2016,731.8,745,729.17,742.6
11/29/2016,730.27,734.36,728.2,731.8
11/28/2016,729.01,736.44,728.74,730.27
11/27/2016,735.83,737.95,728.01,729.01
11/26/2016,739,739.99,726,735.83
11/25/2016,737.99,739,729,739
11/24/2016,741.76,743.99,727,737.99
11/23/2016,747,747.12,734,741.76
11/22/2016,735.81,748.77,726.38,747
11/21/2016,731,738.47,730,735.81
11/20/2016,750.38,753.81,715,731
11/19/2016,747.8,752.3,738,750.38
11/18/2016,736.57,751,728.89,747.8
11/17/2016,737.55,750.01,729.01,736.57
11/16/2016,712.41,743.8,710,737.55
11/15/2016,705.52,716.3,671.23,712.41
11/14/2016,703.98,708.57,695.07,705.52
11/13/2016,704.67,705.94,685.7,703.98
11/12/2016,714.77,716.99,702.42,704.67
11/11/2016,712.28,718.99,711.56,714.77
11/10/2016,721,723.61,705.84,712.28
11/9/2016,712.57,747.26,710.05,721
11/8/2016,706.82,716.45,704.16,712.57
11/7/2016,716.83,718.2,701.35,706.82
11/6/2016,706.9,719.83,705.86,716.83
11/5/2016,705.7,707.99,697.72,706.9
11/4/2016,688.93,708.33,683.8,705.7
11/3/2016,735.5,746.16,672.06,688.93
11/2/2016,731.16,735.5,720,735.5
11/1/2016,699.68,737.5,695.74,731.16
10/31/2016,697.65,709.68,681.01,699.68
10/30/2016,717.9,718,692.04,697.65
10/29/2016,689.65,725.64,688.89,717.9
10/28/2016,685.57,692.41,683.2,689.65
10/27/2016,674,692.01,673.28,685.57
10/26/2016,649.07,678,649.07,674
10/25/2016,649.75,657.5,648.99,649.07
10/24/2016,650.54,652.93,645.81,649.75
10/23/2016,655,655.8,645.33,650.54
10/22/2016,629.76,658,629.32,655
10/21/2016,627.83,633.41,627.5,629.76
10/20/2016,629.68,629.99,626.01,627.83
10/19/2016,634.97,636.99,625.6,629.68
10/18/2016,638.96,640,632.15,634.97
10/17/2016,642.53,643.47,636.27,638.96
10/16/2016,637.51,643.91,637.51,642.53
10/15/2016,638,639.99,636,637.51
10/14/2016,635.86,639.99,624.08,638
10/13/2016,636.92,639.85,632,635.86
10/12/2016,643.83,647.03,631.91,636.92
10/11/2016,618.31,643.83,618.08,643.83
10/10/2016,617.58,619.2,615.46,618.31
10/9/2016,619.59,619.59,617,617.58
10/8/2016,617.32,620,617.1,619.59
10/7/2016,611.83,618.7,609.89,617.32
10/6/2016,613.35,613.44,610.3,611.83
10/5/2016,609.25,614.24,609.22,613.35
10/4/2016,612.95,613.23,606.93,609.25
10/3/2016,612.41,615.24,610.7,612.95
10/2/2016,616,616,608.66,612.41
10/1/2016,607.65,617.19,607.6,616
9/30/2016,605.07,607.65,604.92,607.65
9/29/2016,604.98,606.89,603.56,605.07
9/28/2016,605.3,606,603.18,604.98
9/27/2016,606.82,607.54,601.38,605.3
9/26/2016,601.35,607.99,600.02,606.82
9/25/2016,603.69,605.99,599.42,601.35
9/24/2016,602.68,605.94,601.08,603.69
9/23/2016,595.25,603.3,595.14,602.68
9/22/2016,596.95,598.54,594.78,595.25
9/21/2016,608.98,609.92,592.63,596.95
9/20/2016,608.94,609.88,607.15,608.98
9/19/2016,610.99,612.46,607.4,608.94
9/18/2016,607.83,611.93,607.22,610.99
9/17/2016,607.75,608.99,604,607.83
9/16/2016,607.01,608.1,603.15,607.75
9/15/2016,608.95,609.49,603.85,607.01
9/14/2016,608.24,611.99,607.59,608.95
9/13/2016,607.48,609.99,605.16,608.24
9/12/2016,607.25,609.45,603,607.48
9/11/2016,625.1,630.11,591.8,607.25
9/10/2016,622.6,626.54,620.59,625.1
9/9/2016,628.77,628.77,618.25,622.6
9/8/2016,614.59,631.3,613.43,628.77
9/7/2016,612.37,618.53,609.21,614.59
9/6/2016,606.19,612.8,605.47,612.37
9/5/2016,611.82,611.99,601.63,606.19
9/4/2016,600.58,617.13,597.52,611.82
9/3/2016,575.38,600.99,574.67,600.58
9/2/2016,571.96,577.97,570,575.38
9/1/2016,571.59,573.32,568.12,571.96
8/31/2016,574.79,575.15,569.21,571.59
8/30/2016,573,576.83,572.53,574.79
8/29/2016,574.83,577.73,571.24,573
8/28/2016,570.42,574.99,569.65,574.83
8/27/2016,578.89,579.45,568.95,570.42
8/26/2016,576.16,579.86,574.85,578.89
8/25/2016,578.92,579.03,573.12,576.16
8/24/2016,582.58,582.68,575.29,578.92
8/23/2016,585.12,586.77,577.47,582.58
8/22/2016,580.65,586.99,579.22,585.12
8/21/2016,583.21,583.99,579.34,580.65
8/20/2016,574.49,583.21,572.38,583.21
8/19/2016,573.99,576.99,572.68,574.49
8/18/2016,573.83,576.99,573,573.99
8/17/2016,581.97,581.99,569.67,573.83
8/16/2016,568.09,581.99,566.09,581.97
8/15/2016,572.43,575,561.56,568.09
8/14/2016,586,586.55,565.19,572.43
8/13/2016,587.82,589.5,586,586
8/12/2016,589.22,590.09,583.62,587.82
8/11/2016,593.24,599.99,585.6,589.22
8/10/2016,588.13,601.09,583.29,593.24
8/9/2016,591.91,594.04,585.96,588.13
8/8/2016,593.9,595.99,590,591.91
8/7/2016,590.98,598.65,587.2,593.9
8/6/2016,582.98,590.99,574.5,590.98
8/5/2016,585,592.87,570.39,582.98
8/4/2016,576,599.95,562.11,585
8/3/2016,515.38,576,515,576
8/2/2016,603.97,613.38,483,515.38
8/1/2016,623.14,629.34,600,603.97
7/31/2016,656.32,657,622.08,623.14
7/30/2016,657.27,658.98,652.95,656.32
7/29/2016,656.67,659,651,657.27
7/28/2016,657.04,659.97,654.1,656.67
7/27/2016,657.73,658.99,646.56,657.04
7/26/2016,657.39,658.99,645,657.73
7/25/2016,660.27,664.13,653.77,657.39
7/24/2016,658.19,666.37,655.01,660.27
7/23/2016,653.69,662.35,652.81,658.19
7/22/2016,667.73,669.94,647.59,653.69
7/21/2016,667.94,668.4,661.39,667.73
7/20/2016,673.89,674.99,664.6,667.94
7/19/2016,675.4,676.87,666.17,673.89
7/18/2016,679.08,684.94,670,675.4
7/17/2016,666.45,680.99,665.95,679.08
7/16/2016,668.28,669.99,662.01,666.45
7/15/2016,661.41,669.98,660.54,668.28
7/14/2016,662.57,663.99,640,661.41
7/13/2016,674.02,674.19,657.5,662.57
7/12/2016,651.7,675.5,648.6,674.02
7/11/2016,652.54,664.27,648.11,651.7
7/10/2016,658.78,659.25,641,652.54
7/9/2016,666.5,667.33,608,658.78
7/8/2016,640.3,666.54,638.04,666.5
7/7/2016,678,683.44,611.94,640.3
7/6/2016,668.45,680.79,665,678
7/5/2016,679,682.37,662.51,668.45
7/4/2016,669,683.69,653.16,679
7/3/2016,701.23,705.25,651,669
7/2/2016,680.61,701.85,676.92,701.23
7/1/2016,672.45,688.99,667,680.61
6/30/2016,639.22,675,635.14,672.45
6/29/2016,647.63,648.73,630.02,639.22
6/28/2016,650.31,663.53,638,647.63
6/27/2016,639.13,659.98,630,650.31
6/26/2016,677.72,677.72,625.01,639.13
6/25/2016,668.6,699,650,677.72
6/24/2016,630.87,700,628.16,668.6
6/23/2016,594.68,637.89,544.13,630.87
6/22/2016,669.99,679.99,590.12,594.68
6/21/2016,730.42,730.42,628.6,669.99
6/20/2016,767.98,768.99,702,730.42
6/19/2016,760.08,771.92,744.77,767.98
6/18/2016,753,785.15,734.8,760.08
6/17/2016,770.21,778.49,709.01,753
6/16/2016,694.83,777.68,693.1,770.21
6/15/2016,684.9,696.03,673,694.83
6/14/2016,706,706.45,650.02,684.9
6/13/2016,674.26,720,663.55,706
6/12/2016,595.82,687.71,595.82,674.26
6/11/2016,579.5,596.12,579.48,595.82
6/10/2016,578.56,581,573.5,579.5
6/9/2016,583.23,583.5,574,578.56
6/8/2016,579.33,583.99,572.96,583.23
6/7/2016,585.99,590.95,483.78,579.33
6/6/2016,574.86,588.15,574,585.99
6/5/2016,575.56,585,570.22,574.86
6/4/2016,570,594.64,564.29,575.56
6/3/2016,538.53,578,535.96,570
6/2/2016,536.99,541.2,531.86,538.53
6/1/2016,531.47,541.5,524.39,536.99
5/31/2016,533,544.9,520.01,531.47
5/30/2016,524.7,541,519,533
5/29/2016,528.04,549.99,492.35,524.7
5/28/2016,470.94,539.49,470.04,528.04
5/27/2016,454.68,476.75,454.35,470.94
5/26/2016,451.78,454.99,449,454.68
5/25/2016,446.5,452.42,445.99,451.78
5/24/2016,444.88,448.5,440.5,446.5
5/23/2016,442.54,445.59,440.79,444.88
5/22/2016,446.14,446.45,440.89,442.54
5/21/2016,444.27,446.99,441.88,446.14
5/20/2016,442.41,445.5,435,444.27
5/19/2016,455.19,456.41,440.1,442.41
5/18/2016,453.62,457.88,452.86,455.19
5/17/2016,456.78,457.49,452.2,453.62
5/16/2016,462.26,462.26,451.48,456.78
5/15/2016,458.99,463.62,458.49,462.26
5/14/2016,457.49,459.83,456,458.99
5/13/2016,455.83,458.03,453.84,457.49
5/12/2016,454.46,456.57,449.27,455.83
5/11/2016,456.92,458.65,452.5,454.46
5/10/2016,464.24,465,448.2,452.92
5/9/2016,461.91,465.9,459.41,464.24
5/8/2016,462.2,465,457.5,461.91
5/7/2016,462.87,464,459.55,462.2
5/6/2016,450.39,463.73,448.84,462.87
5/5/2016,449.06,451.56,447,450.39
5/4/2016,452.68,453.23,446.76,449.06
5/3/2016,445.61,453.29,443.61,452.68
5/2/2016,456.51,457.63,440.02,445.61
5/1/2016,453.48,457.07,451.55,456.51
4/30/2016,457.74,459.44,450.13,453.48
4/29/2016,451.3,458.83,448.5,457.74
4/28/2016,446.85,451.51,434.79,451.3
4/27/2016,470.37,470.79,440.94,446.85
4/26/2016,467.41,472.11,464.01,470.37
4/25/2016,463.85,472.38,454.65,467.41
4/24/2016,453.94,465,453.58,463.85
4/23/2016,448.29,455.69,447.03,453.94
4/22/2016,452.65,453,445.07,448.29
4/21/2016,442.85,453.8,441.99,452.65
4/20/2016,436.87,444.07,436.04,442.85
4/19/2016,429.57,438.2,429.22,436.87
4/18/2016,434.72,434.72,429.1,429.57
4/17/2016,434.72,434.72,434.72,434.72
4/16/2016,430.92,434.89,430.53,434.72
4/15/2016,426.1,431.1,425.72,430.92
4/14/2016,425.53,428,424.52,426.1
4/13/2016,428.27,429.4,423.59,425.53
4/12/2016,423.28,429.77,423.1,428.27
4/11/2016,423.48,424,420.15,423.28
4/10/2016,419.49,423.99,419.44,423.48
4/9/2016,418.97,419.79,415.51,419.49
4/8/2016,421.58,424.65,415.71,418.97
4/7/2016,421.57,422.74,419.41,421.58
4/6/2016,422.18,423,420.61,421.57
4/5/2016,419.31,423.43,418.01,422.18
4/4/2016,420.07,421,417.58,419.31
4/3/2016,419.9,420.8,418.33,420.07
4/2/2016,417.33,420.5,416.91,419.9
4/1/2016,416.44,417.5,414.12,417.33
3/31/2016,412.5,417.6,412.07,416.44
3/30/2016,416.5,416.5,407.56,412.5
3/29/2016,422.42,424.62,407.75,416.5
3/28/2016,425.03,425.36,419.63,422.42
3/27/2016,416.7,426.5,416.35,425.03
3/26/2016,416.57,417.77,414.37,416.7
3/25/2016,413.76,416.7,410,416.57
3/24/2016,417.3,417.72,412.79,413.76
3/23/2016,416.42,418.99,413.95,417.3
3/22/2016,411.38,417.79,410.68,416.42
